countryid,country,year,ama_exchange_rate,imf_based_exchange_rate,population,currency,per_capita_gni,agriculture_hunting_forestry_fishing_,changes_in_inventories,construction_,exports_of_goods_and_services,final_consumption_expenditure,general_government_final_consumption_expenditure,gross_capital_formation,gross_fixed_capital_formation_,household_consumption_expenditure_,imports_of_goods_and_services,manufacturing_,mining_manufacturing_utilities_,other_activities_,total_value_added,transport_storage_and_communication_,wholesale_retail_trade_restaurants_and_hotels_,gross_national_income,gross_domestic_product_,income_group,development_status,export_dependency,import_dependency,trade_openness,investment_ratio,government_share,household_share,agriculture_share,services_share,gdp_per_person,investment_per_person,exports_per_person,imports_per_person,gdp_group,population_group,gni_group,trade_group,investment_group,export_group,import_group,government_group,consumption_group,agriculture_group,services_group
862, Venezuela (Bolivarian Republic of) ,2021,0.713007491,3.069789807,28199867.0, Bolivar Digital ,3528.0,5702517672.0,,2516933712.0,29554197590.0,108000000000.0,9424965611.0,12300789096.0,21563030898.0,98195685898.0,49964407683.0,16722138661.0,48717360657.0,16396805420.0,106000000000.0,7160806643.0,25569357335.0,99479326894.0,112000000000.0,Lower Middle Income,Developing,0.2638767641964286,0.4461107828839286,0.7099875470803572,0.10982847407142857,0.08415147866964286,0.8767471955178572,0.050915336357142855,0.14640004839285714,3971.649937214243,436.2002521501254,1048.0261339530432,1771.7958628315516,High,Very High,Medium,Medium,Low,Medium,High,Low,Very High,Medium,Low
324, Guinea ,2021,9795.705833,9795.705833,13531906.0, Guinea Franc ,1046.0,4070368272.0,-313701670.0,331672269.0,10334564034.0,11508119957.0,2081421707.0,2509361505.0,2823063175.0,9426698249.0,8387189025.0,1495875141.0,4156478522.0,2465495674.0,14469955824.0,687276919.0,2758664169.0,14154315104.0,16036108888.0,Low Income,Under-developed,0.644455840639338,0.5230189619924711,1.1674748026318091,0.1564819447489399,0.12979593251312674,0.5878419955138933,0.25382518293112255,0.15374650366991197,1185.0591400797493,185.44035888218556,763.7182843274259,619.8084013442009,Medium,High,Low,Very High,Low,Very High,High,Medium,Medium,Very High,Low
328, Guyana ,2021,208.5,208.5,804567.0, Guyana Dollar ,11063.0,1085118047.0,,499446728.0,6633816903.0,6460486682.0,1396731076.0,1645162446.0,1645162446.0,5063755606.0,6149475117.0,252102903.0,3552565246.0,1761131360.0,7617411585.0,324791379.0,394358826.0,8900831478.0,8044499719.0,Upper Middle Income,Developing,0.8246400813877635,0.7644322620182069,1.5890723434059704,0.2045077386371651,0.173625598208564,0.6294680567941481,0.13488943811348525,0.21892366480422026,9998.54545239862,2044.7799201309524,8245.20133562525,7643.210717068932,Medium,Low,High,Very High,Medium,Very High,Very High,High,High,High,Low
584, Marshall Islands ,2021,1.0,1.0,42050.0, US Dollar ,7455.0,60476000.0,,12933000.0,103478775.0,283840775.0,122559738.0,66080219.0,66080219.0,161281037.0,196420769.0,8619000.0,15771000.0,116786000.0,260850000.0,22259000.0,32625000.0,313462675.0,256979000.0,Upper Middle Income,Developing,0.40267405118706195,0.7643456041155113,1.1670196553025733,0.25714248635102477,0.4769251106121512,0.6276039559652734,0.23533440475680892,0.4544573681117912,6111.27229488704,1571.4677526753865,2460.8507728894174,4671.124114149821,Low,Low,High,Very High,High,High,Very High,Very High,High,Very High,Very High
690, Seychelles ,2021,16.92052257,16.92052257,106471.0, Seychelles Rupee ,11500.0,37114693.0,,35814497.0,1434884762.0,1219938682.0,379716405.0,231198533.0,231198533.0,840222277.0,1599359588.0,90718238.0,139180099.0,575336841.0,1078394590.0,94382428.0,196566033.0,1224371169.0,1286662389.0,Upper Middle Income,Developing,1.1151991184845305,1.2430297191192707,2.3582288376038014,0.17968857641023345,0.29511735809353795,0.653024666130969,0.028845712222027187,0.4471544718480148,12084.627635694227,2171.4695363056608,13476.766086539998,15021.551295657973,Low,Low,High,Very High,Low,Very High,Very High,Very High,High,Medium,Very High
192, Cuba ,2021,1.0,1.0,11256372.0, Cuban Peso ,11086.0,2683671309.0,,11654016821.0,6962835496.0,122000000000.0,66699649979.0,10004554343.0,10004554343.0,55681817588.0,6121201517.0,10982503612.0,12675240241.0,81152922454.0,137000000000.0,6801997550.0,21631933202.0,125000000000.0,127000000000.0,Upper Middle Income,Developing,0.054825476346456695,0.04819843714173228,0.10302391348818897,0.0787760184488189,0.5251940943228346,0.43843950856692915,0.0211312701496063,0.6389993894015749,11282.498481748826,888.7903085470167,618.5683536400538,543.7987938742607,High,High,High,Low,Low,Low,Low,Very High,Low,Low,Very High
196, Cyprus ,2021,0.845494139,0.845494139,880028.0, Euro ,29554.0,483031143.0,-392433235.0,1548443614.0,24606202507.0,22411509588.0,5566094173.0,5166564497.0,5558997731.0,16845415414.0,23776273631.0,1618698388.0,2178134555.0,13699207916.0,25011291063.0,3596595009.0,3505878827.0,26008033632.0,28408121234.0,High Income,Developed,0.866167892776742,0.8369533991759929,1.7031212919527348,0.18186927795902408,0.19593320259202046,0.5929788624612993,0.01700327659901312,0.48222857834062705,32280.928827264586,5870.909217661257,27960.704099187755,27017.633110537394,High,Low,Very High,Very High,Low,Very High,Very High,High,Medium,Low,Very High
174, Comoros ,2021,415.9558491,415.9558491,821625.0, Comoro Franc ,1620.0,500474447.0,-11839363.0,11299215.0,87767470.0,1462419338.0,129347956.0,154028569.0,165867932.0,1333071382.0,364547252.0,86292280.0,101570186.0,338055842.0,1292175522.0,83759102.0,257016730.0,1331432199.0,1340468496.0,Lower Middle Income,Developing,0.06547522023971536,0.27195510606017254,0.3374303262998879,0.11490651922042634,0.09649458856062515,0.9944816950028492,0.3733578584602558,0.2521923066515694,1631.4845531720675,187.46821116689486,106.82181043663472,443.6905546934429,Low,Low,Low,Low,Low,Low,Low,Low,Very High,Very High,Low
32, Argentina ,2021,94.99074167,94.99074167,45276780.0, Argentine Peso ,10590.0,29352350216.0,1671019110.0,17865319704.0,87867655491.0,374000000000.0,77193279269.0,85139176401.0,83468157290.0,297000000000.0,72817326087.0,63840564161.0,93153173390.0,162000000000.0,405000000000.0,27389573485.0,75740905225.0,479000000000.0,487000000000.0,Upper Middle Income,Developing,0.180426397312115,0.1495222301581109,0.32994862747022585,0.17482377084394252,0.15850776030595481,0.6098562628336756,0.06027176635728953,0.3326488706365503,10756.065250223182,1880.4158864875108,1940.6781023518015,1608.2708639395294,Very High,Very High,High,Low,Low,Low,Low,Medium,Medium,Medium,High
178, Congo ,2021,554.530675,554.530675,5835806.0, CFA Franc BEAC ,1737.0,1100211803.0,99674311.0,137802709.0,8831287135.0,7393277119.0,1453882737.0,1862411303.0,1762736992.0,5404320809.0,5173753744.0,1163850748.0,5384702891.0,3170428476.0,12607045912.0,824554590.0,1989345443.0,10133957855.0,12840627675.0,Lower Middle Income,Developing,0.6877613274461678,0.4029206262302127,1.0906819536763805,0.145040519057025,0.11322520781679779,0.4208766849865071,0.08568208897934579,0.24690603576744546,2200.3177752995903,319.13523221985105,1513.293473943445,886.5534159291793,Medium,Medium,Low,High,Low,Very High,Medium,Low,Low,High,Low
705, Slovenia ,2021,0.845494139,0.845494139,2119410.0, Euro ,28724.0,1043199426.0,954681958.0,3340389803.0,51640294109.0,44314708141.0,12747778493.0,13519252795.0,12564570837.0,31566929648.0,47725668510.0,12366370764.0,14246687760.0,22441846877.0,54264151447.0,5596049437.0,7595978144.0,60877394215.0,61748586535.0,High Income,Developed,0.8362992095329911,0.7729030118438159,1.6092022213768071,0.21894027950481249,0.2064464825567201,0.5112170402492923,0.016894304542642437,0.36343903781958853,29134.800031612573,6378.781262238076,24365.410236339358,22518.37469390066,High,Medium,Very High,Very High,Medium,Very High,Very High,High,Low,Low,High
704, Viet Nam ,2021,23159.78259,23159.78259,97468029.0, Dong ,3564.0,45988233891.0,6552851457.0,21852411532.0,342000000000.0,238000000000.0,35191006386.0,123000000000.0,116000000000.0,203000000000.0,341000000000.0,90133661609.0,115000000000.0,80778812986.0,334000000000.0,29539550766.0,40559151977.0,347000000000.0,366000000000.0,Lower Middle Income,Developing,0.9344262295081968,0.9316939890710383,1.866120218579235,0.3360655737704918,0.09615029067213114,0.5546448087431693,0.1256509122704918,0.22070713930601094,3755.077472634642,1261.9522653936092,3508.8428842651574,3498.583109749762,Very High,Very High,Medium,Very High,Very High,Very High,Very High,Low,Medium,High,Low
180, D.R. of the Congo ,2021,1989.391471,1989.391471,95894118.0, Franc Congolais ,541.0,10486216666.0,199401177.0,558023404.0,21651289665.0,40844546775.0,4303314920.0,11538554544.0,11339153367.0,36541231855.0,21234910077.0,9406859470.0,22662299327.0,6796424533.0,51482456058.0,4661105234.0,6318386895.0,51897907755.0,52849911906.0,Low Income,Under-developed,0.40967503793590904,0.4017965084742028,0.8114715464101118,0.21832684536017247,0.08142520516692571,0.6914151894896822,0.19841502639873862,0.12859859719517164,551.1277751780354,120.32598854499084,225.7832922035948,221.44121578969003,High,Very High,Low,High,Medium,High,Medium,Low,High,Very High,Low
703, Slovakia ,2021,0.845494139,0.845494139,5447622.0, Euro ,21124.0,2031898178.0,2933586273.0,6256266906.0,109000000000.0,91728310621.0,25047125729.0,25060740253.0,22127153980.0,66681184891.0,110000000000.0,22999378831.0,26592139396.0,43259800769.0,104000000000.0,11939867511.0,13710759740.0,115000000000.0,117000000000.0,High Income,Developed,0.9316239316239316,0.9401709401709402,1.8717948717948718,0.21419436113675214,0.21407799768376068,0.5699246571880342,0.017366651094017093,0.3697418869145299,21477.261087498362,4600.308217603938,20008.730414848902,20192.296748930083,High,Medium,High,Very High,Medium,Very High,Very High,High,Medium,Low,High
702, Singapore ,2021,1.343483333,1.343483333,5941060.0, Singapore Dollar ,58770.0,133310176.0,4661985634.0,10845017306.0,734000000000.0,169000000000.0,45851034004.0,96672579985.0,92010594351.0,123000000000.0,609000000000.0,83662667940.0,88017764766.0,154000000000.0,375000000000.0,43963924624.0,77260355543.0,349000000000.0,397000000000.0,High Income,Developed,1.848866498740554,1.5340050377833754,3.3828715365239295,0.2435077581486146,0.1154937884231738,0.30982367758186397,0.0003357938942065491,0.3879093198992443,66823.09217547037,16271.94136820702,123546.97646547922,102506.9600374344,Very High,Medium,Very High,Very High,High,Very High,Very High,Low,Low,Low,High
724, Spain ,2021,0.845494139,0.845494139,47486935.0, Euro ,30216.0,37275243612.0,12098250632.0,71987488973.0,499000000000.0,1110000000000.0,306000000000.0,297000000000.0,285000000000.0,803000000000.0,477000000000.0,165000000000.0,219000000000.0,627000000000.0,1290000000000.0,102000000000.0,233000000000.0,1430000000000.0,1430000000000.0,High Income,Developed,0.34895104895104895,0.33356643356643356,0.6825174825174826,0.2076923076923077,0.213986013986014,0.5615384615384615,0.026066603924475525,0.43846153846153846,30113.5459679594,6254.351854883875,10508.153453155062,10044.868130571072,Very High,Very High,Very High,Medium,Medium,High,Medium,High,Medium,Medium,Very High
148, Chad ,2021,554.530675,554.530675,17179740.0, CFA Franc BEAC ,923.0,7204199015.0,883566821.0,295114694.0,4350335552.0,11611763089.0,1348351332.0,4123597001.0,3240030181.0,10263411758.0,3401746610.0,1086370522.0,3251670217.0,2469111070.0,15496024456.0,598026539.0,1677902921.0,15853971449.0,16409566631.0,Low Income,Under-developed,0.2651097161689571,0.20730264768684495,0.47241236385580204,0.2512922549221952,0.08216861312185862,0.6254529439315575,0.43902433117217404,0.15046778050405663,955.169672591087,240.02674085870916,253.22476079381877,198.00920211830913,Medium,High,Low,Low,High,Medium,Low,Low,High,Very High,Low
152, Chile ,2021,758.9553787,758.9553787,19493184.0, Chilean Peso ,15320.0,10414961431.0,4305865266.0,19382562280.0,101000000000.0,239000000000.0,45536032753.0,80290509186.0,75984643920.0,193000000000.0,103000000000.0,27446581318.0,81279018075.0,114000000000.0,284000000000.0,24881275196.0,34088596088.0,299000000000.0,317000000000.0,High Income,Developed,0.3186119873817035,0.3249211356466877,0.6435331230283912,0.25328236336277604,0.14364679101892744,0.6088328075709779,0.03285476792113565,0.35962145110410093,16262.09448389755,4118.901724110336,5181.298242503636,5283.898207701728,Very High,High,High,Medium,High,Medium,Medium,Medium,Medium,Medium,High
716, Zimbabwe ,2021,1.0,1.0,15993524.0, US Dollar ,1471.0,2134432052.0,747662677.0,774679206.0,6128770937.0,21703996726.0,3597440173.0,3738189396.0,2990526720.0,18106556554.0,7452806195.0,3001005561.0,6172695556.0,5789216504.0,22742296121.0,1500260268.0,6371012537.0,23523946980.0,24118150864.0,Lower Middle Income,Developing,0.2541144622388162,0.30901233834325353,0.5631268005820697,0.15499485914485323,0.1491590376594636,0.7507439793415831,0.0884989924822953,0.24003567009116292,1507.9947898912085,233.7314400503604,383.203285092141,465.9889962337256,Medium,High,Low,Low,Low,Medium,Medium,Medium,Very High,High,Low
156, China ,2021,6.44897518,6.44897518,1425893465.0, Yuan Renminbi ,12324.0,1350000000000.0,171000000000.0,1240000000000.0,3530000000000.0,9630000000000.0,2820000000000.0,7600000000000.0,7430000000000.0,6800000000000.0,3060000000000.0,4870000000000.0,5780000000000.0,5970000000000.0,17700000000000.0,1410000000000.0,1990000000000.0,17600000000000.0,17700000000000.0,Upper Middle Income,Developing,0.19943502824858758,0.17288135593220338,0.37231638418079094,0.4293785310734463,0.15932203389830507,0.384180790960452,0.07627118644067797,0.33728813559322035,12413.269598651257,5329.991466087546,2475.640773064347,2146.0228797668274,Very High,Very High,High,Low,Very High,Low,Low,Medium,Low,High,High
540, New Caledonia ,2021,100.8802226,100.8802226,287800.0, CFP Franc ,34994.0,197698925.0,,978283888.0,1996649815.0,9016758320.0,2456263835.0,2987160393.0,2987160393.0,6560494485.0,3929184076.0,948834877.0,1140722230.0,5147597511.0,9241667547.0,722743847.0,1054621146.0,10071349707.0,10071349707.0,High Income,Developed,0.1982504702038344,0.39013480718170834,0.5883852773855428,0.2965998083577419,0.24388626216531795,0.6514017163399844,0.019629834208079493,0.5111129749989923,34994.26583391244,10379.292539958304,6937.629656011119,13652.481153578874,Medium,Low,Very High,Medium,Very High,Low,Medium,Very High,High,Low,Very High
372, Ireland ,2021,0.845494139,0.845494139,4986526.0, Euro ,76726.0,5131383886.0,7222585845.0,10310898206.0,678000000000.0,181000000000.0,61789810948.0,125000000000.0,117000000000.0,119000000000.0,479000000000.0,175000000000.0,180000000000.0,152000000000.0,475000000000.0,92450618407.0,34361889295.0,383000000000.0,504000000000.0,High Income,Developed,1.3452380952380953,0.9503968253968254,2.2956349206349205,0.24801587301587302,0.12259883124603174,0.2361111111111111,0.010181317234126984,0.30158730158730157,101072.36982219685,25067.552039235332,135966.40226081244,96058.85941434979,Very High,Medium,Very High,Very High,High,Very High,Very High,Low,Low,Low,Medium
578, Norway ,2021,8.59,8.59,5403021.0, Norwegian Krone ,93149.0,7780093132.0,10372060536.0,26158556461.0,200000000000.0,301000000000.0,113000000000.0,122000000000.0,112000000000.0,188000000000.0,141000000000.0,26493247963.0,145000000000.0,182000000000.0,432000000000.0,32996507567.0,37981140861.0,503000000000.0,482000000000.0,High Income,Developed,0.4149377593360996,0.2925311203319502,0.7074688796680498,0.25311203319502074,0.23443983402489627,0.3900414937759336,0.016141272058091287,0.3775933609958506,89209.35158312359,22579.960359213856,37016.32845772763,26096.51156269798,Very High,Medium,Very High,Medium,High,High,Low,Very High,Low,Low,High
344," China, Hong Kong SAR ",2021,7.77325,7.77325,7494578.0, Hong Kong Dollar ,52777.0,333828081.0,675650468.0,13616501001.0,751000000000.0,286000000000.0,46264432509.0,65018106969.0,64342456501.0,240000000000.0,734000000000.0,3492804416.0,8246838048.0,225000000000.0,350000000000.0,28539900665.0,74884138628.0,396000000000.0,369000000000.0,High Income,Developed,2.035230352303523,1.989159891598916,4.024390243902439,0.17620083189430893,0.12537786587804878,0.6504065040650406,0.0009046831463414635,0.6097560975609756,49235.59405212675,8675.352630795223,100205.77542858318,97937.46892753668,Very High,High,Very High,Very High,Low,Very High,Very High,Medium,High,Low,Very High
566, Nigeria ,2021,408.6008333,408.6008333,213401323.0, Naira ,1868.0,101000000000.0,3134255752.0,40594204014.0,46274474184.0,290000000000.0,22036104188.0,146000000000.0,143000000000.0,268000000000.0,51013026044.0,62960881344.0,94748087714.0,76283547412.0,425000000000.0,51768213546.0,60642496205.0,399000000000.0,431000000000.0,Lower Middle Income,Developing,0.10736536933642692,0.11835968919721578,0.2257250585336427,0.33874709976798145,0.051127851944315544,0.6218097447795824,0.23433874709976799,0.1769919893549884,2019.66882838866,684.1569581084556,216.8424896972171,239.04737480938672,Very High,Very High,Low,Low,Very High,Low,Low,Low,High,Very High,Low
348, Hungary ,2021,303.1408333,303.1408333,9709786.0, Forint ,18139.0,6100253732.0,5774553632.0,9415333357.0,148000000000.0,126000000000.0,37981128683.0,55456580412.0,49682026781.0,87860430108.0,148000000000.0,30826859903.0,34686402635.0,68164277880.0,154000000000.0,16440055090.0,19070782832.0,176000000000.0,182000000000.0,High Income,Developed,0.8131868131868132,0.8131868131868132,1.6263736263736264,0.3047064857802198,0.20868752023626375,0.48274961597802196,0.03351787764835165,0.37452899934065936,18743.976437791727,5711.41118990676,15242.354465896571,15242.354465896571,High,High,High,Very High,Very High,Very High,Very High,High,Low,Medium,High
562, Niger ,2021,554.530675,554.530675,25252722.0, CFA Franc BCEAO ,585.0,5441145887.0,-145890937.0,687567048.0,1533845410.0,13331456473.0,2586042481.0,4110636736.0,4256527674.0,10745413992.0,4060936624.0,1139424647.0,2419866552.0,2757565553.0,14075142503.0,719811797.0,2049185666.0,14777138298.0,14915001994.0,Low Income,Under-developed,0.10283910190672683,0.2722719464357854,0.3751110483425122,0.2756041693895599,0.17338532586454308,0.7204433493420022,0.3648102688279131,0.18488536267774636,590.6294772500169,162.77994649448087,60.73980500003128,160.8118373932125,Medium,High,Low,Low,High,Low,Low,High,High,Very High,Low
710, South Africa ,2021,14.77867821,14.77867821,59392255.0, Rand ,6920.0,10339669907.0,-1233351903.0,9540895284.0,131000000000.0,341000000000.0,82324695220.0,53623651207.0,54857003110.0,258000000000.0,105000000000.0,49382202482.0,93134229210.0,186000000000.0,377000000000.0,26913986289.0,50836957168.0,411000000000.0,419000000000.0,Upper Middle Income,Developing,0.3126491646778043,0.25059665871121717,0.5632458233890215,0.1279800744797136,0.1964789862052506,0.6157517899761337,0.024677016484486874,0.4439140811455847,7054.791908473588,902.8727938853307,2205.6747971600003,1767.9072801664122,Very High,Very High,High,Medium,Low,Medium,Low,High,Medium,Medium,Very High
170, Colombia ,2021,3743.589819,3743.589819,51516562.0, Colombian Peso ,6003.0,23361443597.0,4181332683.0,14850023447.0,51599165400.0,277000000000.0,51326280507.0,62289659149.0,58108326467.0,226000000000.0,76863163971.0,36211359216.0,63788847763.0,118000000000.0,284000000000.0,21597154525.0,42756222380.0,309000000000.0,314000000000.0,Upper Middle Income,Developing,0.16432855222929937,0.2447871464044586,0.40911569863375796,0.1983747106656051,0.16345949206050955,0.7197452229299363,0.07439950190127388,0.37579617834394907,6095.127233063417,1209.1191013290056,1001.6034338626868,1492.0088023536975,Very High,Very High,Medium,Low,Medium,Low,Low,Medium,High,High,High
706, Somalia ,2021,24300.0,24300.0,17065581.0, Somali Shilling ,444.0,4033256247.0,,281144862.0,1532000000.0,11396682914.0,676866260.0,1243593520.0,1243593520.0,10719816654.0,6544000000.0,166375404.0,211758616.0,834838698.0,6702232702.0,628783908.0,712450371.0,7585376432.0,7628276434.0,Low Income,Under-developed,0.20083173614051544,0.8578608885793296,1.0586926247198452,0.16302418124980078,0.0887312181010036,1.4052737530880097,0.5287244480317164,0.10944001639466544,446.9977572987407,72.87144340412436,89.77133564922285,383.4618932692652,Medium,High,Low,High,Low,Low,Very High,Low,Very High,Very High,Low
132, Cabo Verde ,2021,93.21809241,93.21809241,587925.0, Cabo Verde Escudo ,3229.0,85380804.0,,255776838.0,476614943.0,1699922155.0,473778479.0,882809472.0,882809472.0,1226143675.0,1123172369.0,166659086.0,230889310.0,683874716.0,1681848855.0,213850861.0,212076326.0,1898443771.0,1936174201.0,Lower Middle Income,Developing,0.24616325470809225,0.5800988198375442,0.8262620745456364,0.45595560128011436,0.24469827082465087,0.6332816925082042,0.04409768705517422,0.353209290593166,3293.2333222775014,1501.5681796147467,810.6730331249735,1910.4007637028533,Low,Low,Medium,High,Very High,Medium,High,Very High,High,Medium,High
36, Australia ,2021,1.33122426,1.33122426,25921089.0, Australian Dollar ,64490.0,55031298801.0,5494190740.0,119000000000.0,448000000000.0,1230000000000.0,382000000000.0,403000000000.0,398000000000.0,846000000000.0,346000000000.0,94035996640.0,365000000000.0,820000000000.0,1620000000000.0,104000000000.0,159000000000.0,1670000000000.0,1730000000000.0,High Income,Developed,0.2589595375722543,0.2,0.45895953757225433,0.2329479768786127,0.2208092485549133,0.4890173410404624,0.03180999930693642,0.47398843930635837,66741.02311056454,15547.186308414743,17283.22448181093,13348.204622112906,Very High,High,Very High,Low,Medium,Medium,Low,Very High,Low,Medium,Very High
840, United States ,2021,1.0,1.0,336997624.0, US Dollar ,70081.0,207000000000.0,-19091000000.0,945000000000.0,2540000000000.0,19300000000000.0,3350000000000.0,4920000000000.0,4940000000000.0,15900000000000.0,3400000000000.0,2500000000000.0,3270000000000.0,12900000000000.0,23300000000000.0,2490000000000.0,3520000000000.0,23600000000000.0,23300000000000.0,High Income,Developed,0.10901287553648069,0.1459227467811159,0.2549356223175966,0.2111587982832618,0.14377682403433475,0.6824034334763949,0.00888412017167382,0.5536480686695279,69139.95334281644,14599.50946122991,7537.145128358531,10089.091904101972,Very High,Very High,Very High,Low,Medium,Low,Low,Medium,High,Low,Very High
740, Suriname ,2021,18.23866667,18.23866667,612985.0, Surinam Dollar ,4588.0,296223189.0,,229747222.0,1766134663.0,1967387082.0,361228491.0,1196703899.0,1196703899.0,1606158590.0,1706376363.0,728948406.0,954778127.0,706044046.0,3148882210.0,198866785.0,763222842.0,2812394345.0,3223849313.0,Upper Middle Income,Developing,0.5478341235981956,0.5292978043729055,1.0771319279711011,0.3712034226210126,0.11204881367853188,0.4982114342389551,0.09188493637264492,0.21900652836127146,5259.262972177134,1952.256415736111,2881.203721135101,2783.716343793078,Low,Low,Medium,High,Very High,Very High,High,Low,Low,High,Low
136, Cayman Islands ,2021,0.83333,0.83333,68136.0, Cayman Islands Dollar ,61982.0,24489222.0,12184579.0,242909116.0,3595414477.0,3718843297.0,591629275.0,997460708.0,985276130.0,3127214021.0,2618830765.0,52158456.0,203792193.0,4065180256.0,5490147308.0,321826431.0,631950091.0,4223197056.0,5808612073.0,High Income,Developed,0.6189799614459466,0.45085310089359104,1.0698330623395376,0.17172100588993836,0.10185381078382784,0.5383754297409766,0.004216019539991752,0.6998539762873919,85250.26524891394,14639.261300927557,52768.20589702947,38435.34643947399,Low,Low,Very High,High,Low,Very High,High,Low,Medium,Low,Very High
140, Central African Republic ,2021,554.530675,554.530675,5457154.0, CFA Franc BEAC ,493.0,799206242.0,,40715715.0,333133756.0,2572858022.0,364402337.0,395883756.0,395883756.0,2208455685.0,784157435.0,463450847.0,482042185.0,564568981.0,2403453557.0,51877251.0,465043183.0,2689505126.0,2517718099.0,Low Income,Under-developed,0.13231574898409626,0.3114556134427661,0.4437713624268624,0.15723911114482558,0.14473516202816158,0.8771655912856827,0.3174327746690278,0.2242383614052099,461.3610132680881,72.54399564315025,61.045328022628645,143.69347740598855,Low,Medium,Low,Low,Low,Low,Medium,Medium,Very High,Very High,Low
384, Côte d'Ivoire ,2021,554.530675,554.530675,27478249.0, CFA Franc BCEAO ,2462.0,14233189607.0,-1731796901.0,2564575750.0,18145708023.0,52998373413.0,7270613711.0,16307535001.0,18039331902.0,45727759702.0,17677646635.0,8146464087.0,12108677334.0,20235459053.0,65099171516.0,6783837589.0,9173432184.0,67652582611.0,69764830609.0,Lower Middle Income,Developing,0.2600982166028382,0.25338908559923456,0.5134873022020727,0.2337500837978993,0.10421603044875817,0.6554557547524654,0.20401668695750907,0.29005243582415474,2538.9110714077888,593.4706756969849,660.3662417863671,643.3323548017925,High,Very High,Medium,Low,High,Medium,Low,Low,High,Very High,Medium
528, Netherlands ,2021,0.845494139,0.845494139,17501696.0, Euro ,56574.0,15667760888.0,-1082207384.0,47427886434.0,840000000000.0,692000000000.0,266000000000.0,217000000000.0,218000000000.0,425000000000.0,737000000000.0,110000000000.0,135000000000.0,469000000000.0,902000000000.0,89203521605.0,145000000000.0,990000000000.0,1010000000000.0,High Income,Developed,0.8316831683168316,0.7297029702970297,1.5613861386138614,0.21485148514851485,0.2633663366336634,0.4207920792079208,0.015512634542574257,0.4643564356435644,57708.692917532106,12398.798379311354,47995.34856507621,42110.20463388234,Very High,High,Very High,Very High,Medium,Very High,Very High,Very High,Low,Low,Very High
360, Indonesia ,2021,14308.1439,14308.1439,273753191.0, Rupiah ,4217.0,158000000000.0,7767811121.0,124000000000.0,256000000000.0,768000000000.0,108000000000.0,373000000000.0,365000000000.0,660000000000.0,224000000000.0,228000000000.0,349000000000.0,223000000000.0,1140000000000.0,103000000000.0,183000000000.0,1150000000000.0,1190000000000.0,Lower Middle Income,Developing,0.21512605042016808,0.18823529411764706,0.40336134453781514,0.3134453781512605,0.0907563025210084,0.5546218487394958,0.13277310924369748,0.18739495798319328,4346.981292356881,1362.5411949992576,935.1489166750937,818.255302090707,Very High,Very High,Medium,Low,Very High,Low,Low,Low,Medium,High,Low
554, New Zealand ,2021,1.4138,1.4138,5129727.0, New Zealand Dollar ,47876.0,14241488418.0,1623284764.0,16937005013.0,56314188711.0,199000000000.0,54262271891.0,61315603339.0,59692318574.0,145000000000.0,66382798133.0,24849517674.0,34079157420.0,120000000000.0,229000000000.0,16566555427.0,28028098566.0,246000000000.0,250000000000.0,High Income,Developed,0.225256754844,0.265531192532,0.490787947376,0.245262413356,0.217049087564,0.58,0.056965953672,0.48,48735.53699836268,11952.99542041906,10978.008909830874,12940.80525786265,Very High,Medium,Very High,Low,High,Medium,Low,Very High,Medium,Medium,Very High
364, Iran (Islamic Republic of) ,2021,111636.6283,42000.0,87923432.0, Iranian Rial ,6556.0,74688030049.0,82578940747.0,22205985348.0,132000000000.0,343000000000.0,84146922256.0,238000000000.0,155000000000.0,259000000000.0,131000000000.0,102000000000.0,186000000000.0,174000000000.0,574000000000.0,49061589273.0,68557284436.0,576000000000.0,595000000000.0,Upper Middle Income,Developing,0.2218487394957983,0.22016806722689075,0.44201680672268906,0.4,0.14142339874957982,0.43529411764705883,0.12552610092268907,0.292436974789916,6767.251760600064,2706.900704240026,1501.3062729398462,1489.9327405690897,Very High,Very High,Medium,Low,Very High,Medium,Low,Medium,Low,High,Medium
548, Vanuatu ,2021,109.4525,109.4525,319137.0, Vatu ,3183.0,213139939.0,6116906.0,51999944.0,94288796.0,857878678.0,211386189.0,418627210.0,412510304.0,646492490.0,414459836.0,27095449.0,45652757.0,307846800.0,907176338.0,81862755.0,206674143.0,1015810511.0,980571481.0,Lower Middle Income,Developing,0.09615698378647829,0.42267172157335053,0.5188287053598288,0.4269216656934366,0.21557448191785622,0.659301746508779,0.2173629797826029,0.3139463118854463,3072.572221334411,1311.7476506954692,295.4492772696365,1298.6893904498695,Low,Low,Medium,Low,Very High,Low,Medium,High,High,Very High,Medium
368, Iraq ,2021,1450.0,1450.0,43533592.0, Iraqi Dinar ,4645.0,8215737103.0,,12281813308.0,90356082180.0,149000000000.0,42701335208.0,14405431352.0,14405431352.0,106000000000.0,59120321679.0,4006564910.0,93601411259.0,54869129789.0,204000000000.0,17946708492.0,16712951302.0,202000000000.0,204000000000.0,Upper Middle Income,Developing,0.44292197147058826,0.2898054984264706,0.7327274698970588,0.07061485956862745,0.20932027062745098,0.5196078431372549,0.04027322109313725,0.26896632249509805,4686.036475005325,330.903807615967,2075.548513892444,1358.0391362835394,Very High,Very High,Medium,Medium,Low,High,Low,High,Medium,Medium,Medium
